filename,xmin,ymin,xmax,ymax,class
./dataset_not_aug/images/Img_RSKA003603_4_r2048_c2816.png,5,33,45,73,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2048_c2816.png,186,121,226,161,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2048_c2816.png,109,185,149,225,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2048_c2816.png,58,232,98,256,tree
./dataset_not_aug/images/Img_RSKA003603_3_r384_c768.png,113,65,153,105,tree
./dataset_not_aug/images/Img_RSKA003603_3_r384_c768.png,37,158,77,197,tree
./dataset_not_aug/images/Img_RSKA003603_3_r384_c768.png,204,228,244,256,tree
./dataset_not_aug/images/Img_RSKA003603_3_r640_c2048.png,138,42,179,82,tree
./dataset_not_aug/images/Img_RSKA003603_3_r640_c2048.png,67,123,107,163,tree
./dataset_not_aug/images/Img_RSKA003603_3_r640_c2048.png,8,194,48,234,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c1152.png,97,137,137,176,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1280.png,0,215,23,254,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1280.png,95,0,135,23,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1280.png,62,64,103,104,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1280.png,223,90,256,130,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1280.png,193,165,233,205,tree
./dataset_not_aug/images/Img_RSKA014702_3_r384_c1024.png,11,43,51,83,tree
./dataset_not_aug/images/Img_RSKA003603_5_r000_c3456.png,29,1,69,41,tree
./dataset_not_aug/images/Img_RSKA003603_5_r000_c3456.png,36,205,76,245,tree
./dataset_not_aug/images/Img_RSKA003603_5_r000_c3456.png,97,151,137,191,tree
./dataset_not_aug/images/Img_RSKA003603_5_r000_c3456.png,211,82,251,122,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2304_c1920.png,57,78,97,118,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2304_c1920.png,0,152,22,192,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2304_c1920.png,196,212,236,252,tree
./dataset_not_aug/images/Img_RSKA003603_3_r640_c896.png,234,34,256,74,tree
./dataset_not_aug/images/Img_RSKA003603_3_r640_c896.png,148,95,188,135,tree
./dataset_not_aug/images/Img_RSKA003603_3_r640_c896.png,86,161,126,200,tree
./dataset_not_aug/images/Img_RSKA003603_3_r640_c896.png,10,201,50,241,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c3584.png,90,0,130,25,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c3584.png,14,16,54,55,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c3584.png,211,171,251,211,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c3584.png,153,214,193,253,tree
./dataset_not_aug/images/Img_RSKA003603_1_r896_c2176.png,82,197,122,237,tree
./dataset_not_aug/images/Img_RSKA003603_1_r896_c2176.png,160,140,200,180,tree
./dataset_not_aug/images/Img_RSKA003603_1_r896_c2176.png,223,76,256,115,tree
./dataset_not_aug/images/Img_RSKA003603_1_r896_c2176.png,0,0,27,30,tree
./dataset_not_aug/images/Img_RSKA014702_3_r000_c1280.png,145,205,185,245,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2688_c2432.png,174,179,214,219,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2688_c2432.png,28,0,68,38,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2944_c2304.png,109,83,149,122,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2944_c2304.png,97,0,137,38,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1024_c1024.png,41,39,81,79,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1024_c1024.png,233,144,256,184,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1024_c1024.png,159,210,199,250,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1280_c640.png,128,157,168,197,tree
./dataset_not_aug/images/Img_RSKA003603_1_r768_c3456.png,143,152,183,191,tree
./dataset_not_aug/images/Img_RSKA003603_1_r768_c3456.png,106,211,146,250,tree
./dataset_not_aug/images/Img_RSKA003603_1_r768_c3456.png,49,23,89,63,tree
./dataset_not_aug/images/Img_RSKA003603_1_r768_c3456.png,0,100,25,140,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1920_c2688.png,227,25,256,65,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1920_c2688.png,194,97,234,137,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1920.png,128,116,168,156,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1920.png,156,56,196,95,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1920.png,0,39,36,79,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c1920.png,103,233,143,256,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c3072.png,74,112,114,152,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c3072.png,143,42,183,82,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c3072.png,200,0,240,28,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c3072.png,20,195,60,235,tree
./dataset_not_aug/images/Img_RSKA014702_0_r256_c512.png,23,166,63,206,tree
./dataset_not_aug/images/Img_RSKA014702_0_r256_c512.png,20,104,60,144,tree
./dataset_not_aug/images/Img_RSKA014702_0_r256_c512.png,11,0,51,38,tree
./dataset_not_aug/images/Img_RSKA014702_0_r256_c512.png,178,57,218,97,tree
./dataset_not_aug/images/Img_RSKA014702_0_r256_c512.png,203,151,243,191,tree
./dataset_not_aug/images/Img_RSKA014702_0_r256_c512.png,231,230,256,256,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1408_c640.png,222,33,256,73,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1408_c640.png,159,92,199,132,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1408_c640.png,96,146,136,186,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1408_c640.png,22,210,62,249,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1408_c640.png,223,193,256,233,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1024_c1536.png,105,16,145,55,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1024_c1536.png,53,93,93,133,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1024_c1536.png,17,138,57,178,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2432_c896.png,182,180,222,219,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2432_c896.png,33,40,73,80,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1024_c640.png,166,47,206,86,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2944_c768.png,156,0,196,35,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1664_c768.png,117,119,157,159,tree
./dataset_not_aug/images/Img_RSKA003603_2_r512_c3456.png,186,76,226,115,tree
./dataset_not_aug/images/Img_RSKA003603_2_r512_c3456.png,137,118,177,157,tree
./dataset_not_aug/images/Img_RSKA003603_2_r512_c3456.png,61,180,101,220,tree
./dataset_not_aug/images/Img_RSKA003603_2_r512_c3456.png,21,223,61,256,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c1664.png,7,91,47,131,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c1664.png,56,37,96,77,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c1664.png,212,155,252,195,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c1664.png,150,230,190,256,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c128.png,41,0,81,33,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c128.png,7,80,47,120,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c128.png,176,61,216,100,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c128.png,133,125,173,165,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c128.png,94,222,134,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1792_c3200.png,116,136,156,175,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1792_c3200.png,46,191,86,231,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1792_c3200.png,192,76,232,116,tree
./dataset_not_aug/images/Img_RSKA003603_4_r640_c3712.png,81,52,121,92,tree
./dataset_not_aug/images/Img_RSKA003603_4_r640_c3712.png,25,100,65,140,tree
./dataset_not_aug/images/Img_RSKA003603_1_r128_c2944.png,158,215,198,255,tree
./dataset_not_aug/images/Img_RSKA003603_1_r128_c2944.png,231,154,256,194,tree
./dataset_not_aug/images/Img_RSKA003603_1_r128_c2944.png,93,13,133,52,tree
./dataset_not_aug/images/Img_RSKA003603_1_r128_c2944.png,25,67,65,106,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1664_c2432.png,35,97,75,136,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1664_c2432.png,18,7,58,46,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1664_c2432.png,229,0,256,28,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1664_c2432.png,217,155,256,195,tree
./dataset_not_aug/images/Img_RSKA003603_4_r384_c3200.png,23,19,63,58,tree
./dataset_not_aug/images/Img_RSKA003603_4_r384_c3200.png,234,123,256,163,tree
./dataset_not_aug/images/Img_RSKA003603_4_r384_c3200.png,160,166,200,206,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1536_c384.png,114,0,154,21,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1536_c384.png,62,50,102,90,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1536_c384.png,2,131,42,171,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c2432.png,157,75,197,115,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c2432.png,147,0,187,30,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2176_c3712.png,100,86,140,126,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2176_c3712.png,29,165,69,205,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c1152.png,22,10,62,50,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c1152.png,228,111,256,151,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c1152.png,153,180,193,219,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c1152.png,94,227,134,256,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c3328.png,0,197,22,236,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c3328.png,158,26,198,66,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c3328.png,92,62,132,101,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c3328.png,187,0,227,34,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1920_c2688.png,119,0,159,38,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1920_c2688.png,62,66,102,106,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1920_c2688.png,204,210,244,249,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2688_c2176.png,145,95,185,135,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2688_c2176.png,100,138,140,178,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2688_c2176.png,48,193,88,233,tree
./dataset_not_aug/images/Img_RSKA003603_5_r256_c1664.png,6,197,46,236,tree
./dataset_not_aug/images/Img_RSKA003603_5_r256_c1664.png,46,122,86,162,tree
./dataset_not_aug/images/Img_RSKA003603_5_r256_c1664.png,124,81,164,120,tree
./dataset_not_aug/images/Img_RSKA003603_5_r256_c1664.png,180,3,220,42,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c1024.png,23,174,63,214,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c1024.png,13,0,53,31,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c1024.png,207,79,247,119,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2816_c1920.png,187,198,227,238,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2816_c1920.png,40,94,80,134,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2816_c1920.png,102,23,143,63,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2816_c1152.png,92,142,132,181,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2816_c1152.png,160,84,200,123,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2816_c1152.png,201,53,241,93,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1152_c1536.png,226,58,256,98,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1152_c1536.png,160,106,200,146,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1152_c1536.png,86,186,126,225,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c3072.png,189,47,229,87,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c3072.png,139,99,179,138,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c3072.png,58,155,99,194,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c3072.png,0,222,25,256,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2688_c3712.png,0,34,39,73,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c3712.png,137,218,177,256,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c3712.png,20,111,61,151,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c3712.png,110,40,150,79,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1536_c1024.png,59,0,99,21,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1536_c1024.png,77,141,117,181,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1024_c1152.png,0,140,37,180,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c1152.png,198,9,238,48,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c1152.png,127,41,167,80,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c1152.png,75,113,115,152,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c1152.png,10,170,50,210,tree
./dataset_not_aug/images/Img_RSKA003603_5_r512_c512.png,165,61,205,101,tree
./dataset_not_aug/images/Img_RSKA003603_5_r512_c512.png,100,112,140,152,tree
./dataset_not_aug/images/Img_RSKA003603_5_r512_c512.png,32,183,72,222,tree
./dataset_not_aug/images/Img_RSKA014702_2_r768_c512.png,49,221,89,256,tree
./dataset_not_aug/images/Img_RSKA014702_2_r768_c512.png,40,73,80,113,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c3584.png,232,73,256,113,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c3584.png,148,154,188,194,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c3584.png,69,231,109,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c3584.png,10,0,50,29,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2560_c384.png,99,234,139,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2560_c384.png,188,203,228,242,tree
./dataset_not_aug/images/Img_RSKA003603_2_r768_c1280.png,157,162,197,202,tree
./dataset_not_aug/images/Img_RSKA003603_2_r768_c1280.png,0,29,28,69,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2816_c2432.png,27,89,67,129,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c640.png,173,35,213,75,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c640.png,84,97,124,137,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c640.png,20,183,60,222,tree
./dataset_not_aug/images/Img_RSKA014702_1_r256_c1408.png,172,0,212,30,tree
./dataset_not_aug/images/Img_RSKA014702_1_r256_c1408.png,202,200,242,240,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2560_c3328.png,12,156,52,196,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2560_c3328.png,106,53,146,93,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2560_c3328.png,158,19,198,59,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2816_c2816.png,34,6,74,46,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2816_c2816.png,174,186,214,226,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2816_c2816.png,118,233,158,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r768_c1536.png,83,0,123,30,tree
./dataset_not_aug/images/Img_RSKA003603_2_r768_c1536.png,4,67,44,107,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2944_c1920.png,187,70,227,110,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c2304.png,32,27,72,67,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c2304.png,196,188,236,228,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2560_c896.png,31,187,71,227,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2560_c896.png,96,85,136,125,tree
./dataset_not_aug/images/Img_RSKA003603_2_r000_c2944.png,96,41,136,81,tree
./dataset_not_aug/images/Img_RSKA003603_2_r000_c2944.png,20,104,60,144,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c2304.png,18,28,58,68,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c2304.png,235,106,256,145,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c2304.png,162,141,202,181,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c2304.png,114,219,154,256,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c3328.png,177,151,217,191,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c3328.png,112,228,153,256,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c3328.png,32,8,72,48,tree
./dataset_not_aug/images/Img_RSKA014702_1_r896_c1536.png,110,19,150,59,tree
./dataset_not_aug/images/Img_RSKA014702_1_r896_c1536.png,137,116,177,156,tree
./dataset_not_aug/images/Img_RSKA003603_3_r256_c2048.png,7,0,47,22,tree
./dataset_not_aug/images/Img_RSKA003603_3_r256_c2048.png,187,70,227,110,tree
./dataset_not_aug/images/Img_RSKA003603_3_r256_c2048.png,130,117,170,157,tree
./dataset_not_aug/images/Img_RSKA003603_3_r256_c2048.png,52,210,92,249,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c256.png,147,20,187,60,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c256.png,66,99,106,139,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c256.png,11,144,51,184,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c1792.png,61,203,101,243,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c1792.png,230,71,256,111,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2432_c2176.png,73,229,113,256,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2432_c2176.png,141,159,181,198,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2432_c2176.png,207,131,247,171,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2432_c2176.png,0,0,26,40,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2048_c2560.png,146,151,186,191,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2048_c2560.png,7,199,47,238,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2048_c2560.png,0,0,28,21,tree
./dataset_not_aug/images/Img_RSKA003603_1_r000_c1280.png,24,17,64,57,tree
./dataset_not_aug/images/Img_RSKA003603_1_r000_c1280.png,157,198,197,237,tree
./dataset_not_aug/images/Img_RSKA014702_2_r640_c640.png,120,123,160,163,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2304_c512.png,65,198,105,238,tree
./dataset_not_aug/images/Img_RSKA014702_1_r384_c1152.png,35,47,75,87,tree
./dataset_not_aug/images/Img_RSKA014702_1_r384_c1152.png,45,136,85,176,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1280_c384.png,119,9,159,48,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1280_c384.png,138,105,179,145,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1280_c384.png,149,181,189,221,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1152_c2304.png,136,56,176,96,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1152_c2304.png,129,136,169,175,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2688_c768.png,200,192,240,232,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2688_c768.png,130,222,170,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2688_c768.png,0,104,31,144,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2688_c768.png,63,39,103,79,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c2304.png,206,11,246,51,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c2304.png,138,71,178,111,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c2304.png,49,167,89,207,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c128.png,200,10,240,50,tree
./dataset_not_aug/images/Img_RSKA014702_0_r896_c128.png,131,162,171,201,tree
./dataset_not_aug/images/Img_RSKA014702_0_r896_c128.png,96,55,136,95,tree
./dataset_not_aug/images/Img_RSKA014702_0_r896_c128.png,79,0,119,28,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c512.png,42,41,82,81,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c512.png,0,109,26,149,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2560_c3584.png,44,124,84,164,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2560_c3584.png,109,55,149,94,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2560_c3584.png,189,15,229,55,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1792_c1280.png,117,85,157,125,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1792_c1280.png,201,20,241,60,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1792_c1280.png,70,155,110,195,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1792_c1280.png,0,226,34,256,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1792_c1280.png,220,212,256,252,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1024_c768.png,197,16,237,56,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1024_c768.png,135,87,175,127,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1024_c768.png,72,183,112,222,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1280_c896.png,18,15,58,55,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1280_c896.png,19,113,59,152,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1280_c896.png,28,212,68,252,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1280_c896.png,233,160,256,200,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c3328.png,193,53,233,93,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c3328.png,121,105,161,145,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c3328.png,47,165,87,205,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1664_c2176.png,214,179,254,219,tree
